ground,season,scorecard_no,countries,runs,overs,innings_x,team1_inn1,team2_inn1,first_inn_lead_of_team1,team1_inn2,team2_inn2,team1_inn1_over,team2_inn1_over,total_day,bat_first,field_first,innings_y,team_no,country_won,won
Green,1963/64,Test # 557,India,266,182.1,1st INNINGS,0,266,-293,0,0,0,182.1,6,0,India,1st INNINGS,1,drawn,2
Basin,1963/64,Test # 558,South Africa,302,131.5,1st INNINGS,302,0,49,218,0,131.5,0,5,South Africa,0,1st INNINGS,2,drawn,2
Basin,1963/64,Test # 558,New Zealand,253,152.5,1st INNINGS,0,253,-49,0,138,0,152.5,5,South Africa,0,1st INNINGS,1,drawn,2
"Carisbrook,",1963/64,Test # 559,New Zealand,149,94,1st INNINGS,149,0,-74,138,0,94,0,5,New Zealand,0,1st INNINGS,1,drawn,2
"Carisbrook,",1963/64,Test # 559,South Africa,223,105.2,1st INNINGS,0,223,74,0,42,0,105.2,5,New Zealand,0,1st INNINGS,2,drawn,2
Eden,1963/64,Test # 560,South Africa,371,125.5,1st INNINGS,371,0,108,200,0,125.5,0,5,0,New Zealand,1st INNINGS,2,drawn,2
Eden,1963/64,Test # 560,New Zealand,263,131.3,1st INNINGS,0,263,-108,0,191,0,131.3,5,0,New Zealand,1st INNINGS,1,drawn,2
Trent,1964,Test # 561,England,216,102,1st INNINGS,216,0,48,193,0,102,0,6,England,0,1st INNINGS,1,drawn,2
Trent,1964,Test # 561,Australia,168,78.3,1st INNINGS,0,168,-48,0,40,0,78.3,6,England,0,1st INNINGS,2,drawn,2
"Lord's,",1964,Test # 562,Australia,176,84,1st INNINGS,176,0,-70,168,0,84,0,6,0,England,1st INNINGS,2,drawn,2
"Lord's,",1964,Test # 562,England,246,99.3,1st INNINGS,0,246,70,0,0,0,99.3,6,0,England,1st INNINGS,1,drawn,2
"Headingley,",1964,Test # 563,England,268,103.3,1st INNINGS,268,0,-121,229,0,103.3,0,5,England,0,1st INNINGS,1,Australia,0
"Headingley,",1964,Test # 563,Australia,389,158.3,1st INNINGS,0,389,121,0,111,0,158.3,5,England,0,1st INNINGS,2,Australia,1
Old,1964,Test # 564,Australia,656,255.5,1st INNINGS,656,0,45,0,0,255.5,0,6,Australia,0,1st INNINGS,2,drawn,2
Old,1964,Test # 564,England,611,293.1,1st INNINGS,0,611,-45,0,0,0,293.1,6,Australia,0,1st INNINGS,1,drawn,2
Kennington,1964,Test # 565,England,182,71.4,1st INNINGS,182,0,-197,381,0,71.4,0,6,England,0,1st INNINGS,1,drawn,2
Kennington,1964,Test # 565,Australia,379,177.3,1st INNINGS,0,379,197,0,0,0,177.3,6,England,0,1st INNINGS,2,drawn,2
Corporation,1964/65,Test # 566,Australia,211,72,1st INNINGS,211,0,-65,397,0,72,0,6,Australia,0,1st INNINGS,2,Australia,1
Corporation,1964/65,Test # 566,India,276,132.3,1st INNINGS,0,276,65,0,193,0,132.3,6,Australia,0,1st INNINGS,1,Australia,0
Brabourne,1964/65,Test # 567,Australia,320,103.5,1st INNINGS,320,0,-21,274,0,103.5,0,6,Australia,0,1st INNINGS,2,India,0
Brabourne,1964/65,Test # 567,India,341,152.3,1st INNINGS,0,341,21,0,256,0,152.3,6,Australia,0,1st INNINGS,1,India,1
Eden,1964/65,Test # 568,Australia,174,84.5,1st INNINGS,174,0,-61,143,0,84.5,0,6,0,India,1st INNINGS,2,drawn,2
Eden,1964/65,Test # 568,India,235,130,1st INNINGS,0,235,61,0,0,0,130,6,0,India,1st INNINGS,1,drawn,2
National,1964/65,Test # 569,Pakistan,414,138,1st INNINGS,414,0,62,279,0,138,0,6,Pakistan,0,1st INNINGS,1,drawn,2
National,1964/65,Test # 569,Australia,352,133.5,1st INNINGS,0,352,-62,0,227,0,133.5,6,Pakistan,0,1st INNINGS,2,drawn,2
Melbourne,1964/65,Test # 570,Pakistan,287,87.6,1st INNINGS,287,0,-161,326,0,87.6,0,5,0,Australia,1st INNINGS,2,drawn,2
Melbourne,1964/65,Test # 570,Australia,448,92.3,1st INNINGS,0,448,161,0,88,0,92.3,5,0,Australia,1st INNINGS,1,drawn,2
"Kingsmead,",1964/65,Test # 571,England,485,190,1st INNINGS,485,0,330,226,0,190,0,5,England,0,1st INNINGS,2,England,1
"Kingsmead,",1964/65,Test # 571,South Africa,155,74.5,1st INNINGS,0,155,-330,0,0,0,74.5,5,England,0,1st INNINGS,1,England,0
New,1964/65,Test # 572,England,531,166.3,1st INNINGS,531,0,214,336,0,166.3,0,7,England,0,1st INNINGS,2,drawn,2
New,1964/65,Test # 572,South Africa,317,159.5,1st INNINGS,0,317,-214,0,0,0,159.5,7,England,0,1st INNINGS,1,drawn,2
"Newlands,",1964/65,Test # 573,South Africa,501,179.2,1st INNINGS,501,0,59,346,0,179.2,0,6,South Africa,0,1st INNINGS,1,drawn,2
"Newlands,",1964/65,Test # 573,England,442,205.2,1st INNINGS,0,442,-59,0,15,0,205.2,6,South Africa,0,1st INNINGS,2,drawn,2
Basin,1964/65,Test # 574,New Zealand,266,114.2,1st INNINGS,266,0,79,179,0,114.2,0,5,0,Pakistan,1st INNINGS,1,drawn,2
Basin,1964/65,Test # 574,Pakistan,187,95,1st INNINGS,0,187,-79,0,140,0,95,5,0,Pakistan,1st INNINGS,2,drawn,2
New,1964/65,Test # 575,South Africa,390,146,1st INNINGS,390,0,6,307,0,146,0,6,0,England,1st INNINGS,1,drawn,2
New,1964/65,Test # 575,England,384,147.2,1st INNINGS,0,384,-6,0,153,0,147.2,6,0,England,1st INNINGS,2,drawn,2
Eden,1964/65,Test # 576,Pakistan,226,154,1st INNINGS,226,0,12,207,0,154,0,5,Pakistan,0,1st INNINGS,2,drawn,2
Eden,1964/65,Test # 576,New Zealand,214,98.4,1st INNINGS,0,214,-12,0,166,0,98.4,5,Pakistan,0,1st INNINGS,1,drawn,2
Lancaster,1964/65,Test # 577,Pakistan,206,83,1st INNINGS,206,0,4,309,0,83,0,5,Pakistan,0,1st INNINGS,2,drawn,2
Lancaster,1964/65,Test # 577,New Zealand,202,98.5,1st INNINGS,0,202,-4,0,223,0,98.5,5,Pakistan,0,1st INNINGS,1,drawn,2
Crusaders,1964/65,Test # 578,South Africa,502,189.1,1st INNINGS,502,0,67,178,0,189.1,0,6,South Africa,0,1st INNINGS,1,drawn,2
Crusaders,1964/65,Test # 578,England,435,207.5,1st INNINGS,0,435,-67,0,29,0,207.5,6,South Africa,0,1st INNINGS,2,drawn,2
Corporation,1964/65,Test # 579,India,397,143.5,1st INNINGS,397,0,82,199,0,143.5,0,4,India,0,1st INNINGS,1,drawn,2
Corporation,1964/65,Test # 579,New Zealand,315,179,1st INNINGS,0,315,-82,0,62,0,179,4,India,0,1st INNINGS,2,drawn,2
Sabina,1964/65,Test # 580,West Indies,239,69.2,1st INNINGS,239,0,22,373,0,69.2,0,6,West Indies,0,1st INNINGS,1,West Indies,1
Sabina,1964/65,Test # 580,Australia,217,95.4,1st INNINGS,0,217,-22,0,216,0,95.4,6,West Indies,0,1st INNINGS,2,West Indies,0
Eden,1964/65,Test # 581,New Zealand,462,160,1st INNINGS,462,0,82,191,0,160,0,4,New Zealand,0,1st INNINGS,2,drawn,2
Eden,1964/65,Test # 581,India,380,105.5,1st INNINGS,0,380,-82,0,92,0,105.5,4,New Zealand,0,1st INNINGS,1,drawn,2
Brabourne,1964/65,Test # 582,New Zealand,297,129.2,1st INNINGS,297,0,209,463,0,129.2,0,4,New Zealand,0,1st INNINGS,2,drawn,2
Brabourne,1964/65,Test # 582,India,88,33.3,1st INNINGS,0,88,-209,0,80,0,33.3,4,New Zealand,0,1st INNINGS,1,drawn,2
Feroz,1964/65,Test # 583,New Zealand,262,125.1,1st INNINGS,262,0,-203,272,0,125.1,0,4,New Zealand,0,1st INNINGS,2,India,0
Feroz,1964/65,Test # 583,India,465,113.4,1st INNINGS,0,465,203,0,73,0,113.4,4,New Zealand,0,1st INNINGS,1,India,1
Queen's,1964/65,Test # 584,West Indies,429,151.4,1st INNINGS,429,0,-87,386,0,151.4,0,7,0,Australia,1st INNINGS,1,drawn,2
Queen's,1964/65,Test # 584,Australia,516,215.5,1st INNINGS,0,516,87,0,0,0,215.5,7,0,Australia,1st INNINGS,2,drawn,2
Pindi,1964/65,Test # 585,New Zealand,175,56.5,1st INNINGS,175,0,-143,79,0,56.5,0,4,0,Pakistan,1st INNINGS,2,Pakistan,0
Pindi,1964/65,Test # 585,Pakistan,318,116.3,1st INNINGS,0,318,143,0,0,0,116.3,4,0,Pakistan,1st INNINGS,1,Pakistan,1
Lahore,1964/65,Test # 586,Pakistan,385,167,1st INNINGS,385,0,-97,194,0,167,0,6,0,New Zealand,1st INNINGS,1,drawn,2
Lahore,1964/65,Test # 586,New Zealand,482,209,1st INNINGS,0,482,97,0,0,0,209,6,0,New Zealand,1st INNINGS,2,drawn,2
National,1964/65,Test # 587,New Zealand,285,103,1st INNINGS,285,0,-22,223,0,103,0,6,New Zealand,0,1st INNINGS,2,Pakistan,0
National,1964/65,Test # 587,Pakistan,307,121,1st INNINGS,0,307,22,0,202,0,121,6,New Zealand,0,1st INNINGS,1,Pakistan,1
"Bourda,",1964/65,Test # 588,West Indies,355,107.2,1st INNINGS,355,0,176,180,0,107.2,0,7,West Indies,0,1st INNINGS,1,West Indies,1
"Bourda,",1964/65,Test # 588,Australia,179,64.5,1st INNINGS,0,179,-176,0,144,0,64.5,7,West Indies,0,1st INNINGS,2,West Indies,0
Kensington,1964/65,Test # 589,Australia,650,189,1st INNINGS,650,0,77,175,0,189,0,7,Australia,0,1st INNINGS,2,drawn,2
Kensington,1964/65,Test # 589,West Indies,573,212,1st INNINGS,0,573,-77,0,242,0,212,7,Australia,0,1st INNINGS,1,drawn,2
Queen's,1964/65,Test # 590,West Indies,224,55.3,1st INNINGS,224,0,-70,131,0,55.3,0,4,West Indies,0,1st INNINGS,1,Australia,0
Queen's,1964/65,Test # 590,Australia,294,128,1st INNINGS,0,294,70,0,63,0,128,4,West Indies,0,1st INNINGS,2,Australia,1
"Edgbaston,",1965,Test # 591,England,435,156.4,1st INNINGS,435,0,319,413,0,156.4,0,6,England,0,1st INNINGS,1,England,1
"Edgbaston,",1965,Test # 591,New Zealand,116,63,1st INNINGS,0,116,-319,0,96,0,63,6,England,0,1st INNINGS,2,England,0
"Lord's,",1965,Test # 592,New Zealand,175,74.5,1st INNINGS,175,0,-132,347,0,74.5,0,6,New Zealand,0,1st INNINGS,2,England,0
"Lord's,",1965,Test # 592,England,307,100.2,1st INNINGS,0,307,132,0,218,0,100.2,6,New Zealand,0,1st INNINGS,1,England,1
"Headingley,",1965,Test # 593,England,546,151,1st INNINGS,546,0,353,166,0,151,0,6,England,0,1st INNINGS,1,England,1
"Headingley,",1965,Test # 593,New Zealand,193,88.1,1st INNINGS,0,193,-353,0,0,0,88.1,6,England,0,1st INNINGS,2,England,0
"Lord's,",1965,Test # 594,South Africa,280,119.3,1st INNINGS,280,0,-58,248,0,119.3,0,6,South Africa,0,1st INNINGS,2,drawn,2
"Lord's,",1965,Test # 594,England,338,150.2,1st INNINGS,0,338,58,0,145,0,150.2,6,South Africa,0,1st INNINGS,1,drawn,2
Trent,1965,Test # 595,South Africa,269,101.3,1st INNINGS,269,0,29,289,0,101.3,0,5,South Africa,0,1st INNINGS,2,South Africa,1
Trent,1965,Test # 595,England,240,93.5,1st INNINGS,0,240,-29,0,224,0,93.5,5,South Africa,0,1st INNINGS,1,South Africa,0
Kennington,1965,Test # 596,South Africa,208,96.2,1st INNINGS,208,0,6,392,0,96.2,0,6,0,England,1st INNINGS,2,drawn,2
Kennington,1965,Test # 596,England,202,98.1,1st INNINGS,0,202,-6,0,308,0,98.1,6,0,England,1st INNINGS,1,drawn,2
Brisbane,1965/66,Test # 597,Australia,443,137,1st INNINGS,443,0,163,186,0,137,0,6,Australia,0,1st INNINGS,1,drawn,2
Brisbane,1965/66,Test # 597,England,280,93.1,1st INNINGS,0,280,-163,0,0,0,93.1,6,Australia,0,1st INNINGS,2,drawn,2
Melbourne,1965/66,Test # 598,Australia,358,107.5,1st INNINGS,358,0,-200,426,0,107.5,0,6,Australia,0,1st INNINGS,1,drawn,2
Melbourne,1965/66,Test # 598,England,558,143.2,1st INNINGS,0,558,200,0,0,0,143.2,6,Australia,0,1st INNINGS,2,drawn,2
Sydney,1965/66,Test # 599,England,488,122.7,1st INNINGS,488,0,267,174,0,122.7,0,5,England,0,1st INNINGS,2,England,1
Sydney,1965/66,Test # 599,Australia,221,84.1,1st INNINGS,0,221,-267,0,0,0,84.1,5,England,0,1st INNINGS,1,England,0
Adelaide,1965/66,Test # 600,England,241,80.7,1st INNINGS,241,0,-275,266,0,80.7,0,5,England,0,1st INNINGS,2,Australia,0
Adelaide,1965/66,Test # 600,Australia,516,126,1st INNINGS,0,516,275,0,0,0,126,5,England,0,1st INNINGS,1,Australia,1
Melbourne,1965/66,Test # 601,England,485,127,1st INNINGS,485,0,-58,69,0,127,0,6,England,0,1st INNINGS,2,drawn,2
Melbourne,1965/66,Test # 601,Australia,543,154.2,1st INNINGS,0,543,58,0,0,0,154.2,6,England,0,1st INNINGS,1,drawn,2
Lancaster,1965/66,Test # 602,England,342,127.2,1st INNINGS,342,0,-5,201,0,127.2,0,5,England,0,1st INNINGS,2,drawn,2
Lancaster,1965/66,Test # 602,New Zealand,347,143.4,1st INNINGS,0,347,5,0,48,0,143.4,5,England,0,1st INNINGS,1,drawn,2
"Carisbrook,",1965/66,Test # 603,New Zealand,192,105.4,1st INNINGS,192,0,-62,147,0,105.4,0,5,New Zealand,0,1st INNINGS,1,drawn,2
"Carisbrook,",1965/66,Test # 603,England,254,104,1st INNINGS,0,254,62,0,0,0,104,5,New Zealand,0,1st INNINGS,2,drawn,2
Eden,1965/66,Test # 604,New Zealand,296,132.5,1st INNINGS,296,0,74,129,0,132.5,0,5,New Zealand,0,1st INNINGS,1,drawn,2
Eden,1965/66,Test # 604,England,222,88.5,1st INNINGS,0,222,-74,0,159,0,88.5,5,New Zealand,0,1st INNINGS,2,drawn,2
Old,1966,Test # 605,West Indies,484,153.1,1st INNINGS,484,0,317,277,0,153.1,0,3,West Indies,0,1st INNINGS,2,West Indies,1
Old,1966,Test # 605,England,167,74.1,1st INNINGS,0,167,-317,0,0,0,74.1,3,West Indies,0,1st INNINGS,1,West Indies,0
"Lord's,",1966,Test # 606,West Indies,269,94,1st INNINGS,269,0,-86,369,0,94,0,6,West Indies,0,1st INNINGS,2,drawn,2
"Lord's,",1966,Test # 606,England,355,143.3,1st INNINGS,0,355,86,0,197,0,143.3,6,West Indies,0,1st INNINGS,1,drawn,2
Trent,1966,Test # 607,West Indies,235,90.4,1st INNINGS,235,0,-90,482,0,90.4,0,6,West Indies,0,1st INNINGS,2,West Indies,1
Trent,1966,Test # 607,England,325,134.3,1st INNINGS,0,325,90,0,253,0,134.3,6,West Indies,0,1st INNINGS,1,West Indies,0
"Headingley,",1966,Test # 608,West Indies,500,164,1st INNINGS,500,0,260,205,0,164,0,5,West Indies,0,1st INNINGS,2,West Indies,1
"Headingley,",1966,Test # 608,England,240,78.3,1st INNINGS,0,240,-260,0,0,0,78.3,5,West Indies,0,1st INNINGS,1,West Indies,0
Kennington,1966,Test # 609,West Indies,268,97.5,1st INNINGS,268,0,-259,225,0,97.5,0,5,West Indies,0,1st INNINGS,2,England,0
Kennington,1966,Test # 609,England,527,199.5,1st INNINGS,0,527,259,0,0,0,199.5,5,West Indies,0,1st INNINGS,1,England,1
Brabourne,1966/67,Test # 610,India,296,109.4,1st INNINGS,296,0,-125,316,0,109.4,0,6,India,0,1st INNINGS,1,West Indies,0
Brabourne,1966/67,Test # 610,West Indies,421,161.5,1st INNINGS,0,421,125,0,192,0,161.5,6,India,0,1st INNINGS,2,West Indies,1
New,1966/67,Test # 611,South Africa,199,66.5,1st INNINGS,199,0,-126,620,0,66.5,0,6,South Africa,0,1st INNINGS,1,South Africa,1
New,1966/67,Test # 611,Australia,325,130.2,1st INNINGS,0,325,126,0,261,0,130.2,6,South Africa,0,1st INNINGS,2,South Africa,0
Eden,1966/67,Test # 612,West Indies,390,138,1st INNINGS,390,0,223,178,0,138,0,6,West Indies,0,1st INNINGS,2,West Indies,1
Eden,1966/67,Test # 612,India,167,85.5,1st INNINGS,0,167,-223,0,0,0,85.5,6,West Indies,0,1st INNINGS,1,West Indies,0
"Newlands,",1966/67,Test # 613,Australia,542,188.3,1st INNINGS,542,0,189,367,0,188.3,0,6,Australia,0,1st INNINGS,2,Australia,1
"Newlands,",1966/67,Test # 613,South Africa,353,127.1,1st INNINGS,0,353,-189,0,180,0,127.1,6,Australia,0,1st INNINGS,1,Australia,0
Madras,1966/67,Test # 614,India,404,143.2,1st INNINGS,404,0,-2,323,0,143.2,0,6,India,0,1st INNINGS,1,drawn,2
Madras,1966/67,Test # 614,West Indies,406,132,1st INNINGS,0,406,2,0,270,0,132,6,India,0,1st INNINGS,2,drawn,2
"Kingsmead,",1966/67,Test # 615,South Africa,300,111,1st INNINGS,300,0,153,334,0,111,0,6,0,Australia,1st INNINGS,1,South Africa,1
"Kingsmead,",1966/67,Test # 615,Australia,147,69,1st INNINGS,0,147,-153,0,185,0,69,6,0,Australia,1st INNINGS,2,South Africa,0
New,1966/67,Test # 616,Australia,143,70.1,1st INNINGS,143,0,-189,148,0,70.1,0,6,Australia,0,1st INNINGS,2,drawn,2
New,1966/67,Test # 616,South Africa,332,105,1st INNINGS,0,332,189,0,0,0,105,6,Australia,0,1st INNINGS,1,drawn,2
Crusaders,1966/67,Test # 617,Australia,173,74.1,1st INNINGS,173,0,-103,278,0,74.1,0,5,0,South Africa,1st INNINGS,2,South Africa,0
Crusaders,1966/67,Test # 617,South Africa,276,116.3,1st INNINGS,0,276,103,0,179,0,116.3,5,0,South Africa,1st INNINGS,1,South Africa,1
"Headingley,",1967,Test # 618,England,550,183,1st INNINGS,550,0,386,510,0,183,0,6,England,0,1st INNINGS,1,England,1
"Headingley,",1967,Test # 618,India,164,87.2,1st INNINGS,0,164,-386,0,126,0,87.2,6,England,0,1st INNINGS,2,England,0
"Lord's,",1967,Test # 619,India,152,55.4,1st INNINGS,152,0,-234,110,0,55.4,0,5,India,0,1st INNINGS,2,England,0
"Lord's,",1967,Test # 619,England,386,154.2,1st INNINGS,0,386,234,0,0,0,154.2,5,India,0,1st INNINGS,1,England,1
"Edgbaston,",1967,Test # 620,England,298,106,1st INNINGS,298,0,206,203,0,106,0,3,England,0,1st INNINGS,1,England,1
"Edgbaston,",1967,Test # 620,India,92,36.3,1st INNINGS,0,92,-206,0,277,0,36.3,3,England,0,1st INNINGS,2,England,0
"Lord's,",1967,Test # 621,England,369,138.3,1st INNINGS,369,0,15,241,0,138.3,0,6,England,0,1st INNINGS,1,drawn,2
"Lord's,",1967,Test # 621,Pakistan,354,182.1,1st INNINGS,0,354,-15,0,88,0,182.1,6,England,0,1st INNINGS,2,drawn,2
Trent,1967,Test # 622,Pakistan,140,69,1st INNINGS,140,0,-112,114,0,69,0,6,Pakistan,0,1st INNINGS,2,England,0
Trent,1967,Test # 622,England,252,134.3,1st INNINGS,0,252,112,0,0,0,134.3,6,Pakistan,0,1st INNINGS,1,England,1
Kennington,1967,Test # 623,Pakistan,216,102,1st INNINGS,216,0,-224,255,0,102,0,5,0,England,1st INNINGS,2,England,0
Kennington,1967,Test # 623,England,440,167.4,1st INNINGS,0,440,224,0,34,0,167.4,5,0,England,1st INNINGS,1,England,1
Adelaide,1967/68,Test # 624,Australia,335,92.1,1st INNINGS,335,0,28,369,0,92.1,0,6,Australia,0,1st INNINGS,1,Australia,1
Adelaide,1967/68,Test # 624,India,307,71.4,1st INNINGS,0,307,-28,0,251,0,71.4,6,Australia,0,1st INNINGS,2,Australia,0
Melbourne,1967/68,Test # 625,India,173,57.4,1st INNINGS,173,0,-356,352,0,57.4,0,5,India,0,1st INNINGS,2,Australia,0
Melbourne,1967/68,Test # 625,Australia,529,105.3,1st INNINGS,0,529,356,0,0,0,105.3,5,India,0,1st INNINGS,1,Australia,1
Brisbane,1967/68,Test # 626,Australia,379,112.2,1st INNINGS,379,0,100,294,0,112.2,0,6,0,India,1st INNINGS,1,Australia,1
Brisbane,1967/68,Test # 626,India,279,100,1st INNINGS,0,279,-100,0,355,0,100,6,0,India,1st INNINGS,2,Australia,0
Queen's,1967/68,Test # 627,England,568,200.5,1st INNINGS,568,0,205,243,0,200.5,0,6,England,0,1st INNINGS,2,drawn,2
Queen's,1967/68,Test # 627,West Indies,363,135,1st INNINGS,0,363,-205,0,0,0,135,6,England,0,1st INNINGS,1,drawn,2
Sydney,1967/68,Test # 628,Australia,317,86.6,1st INNINGS,317,0,49,292,0,86.6,0,6,0,India,1st INNINGS,1,Australia,1
Sydney,1967/68,Test # 628,India,268,85.1,1st INNINGS,0,268,-49,0,197,0,85.1,6,0,India,1st INNINGS,2,Australia,0
Sabina,1967/68,Test # 629,England,376,169.2,1st INNINGS,376,0,233,391,0,169.2,0,7,England,0,1st INNINGS,2,drawn,2
Sabina,1967/68,Test # 629,West Indies,143,48.1,1st INNINGS,0,143,-233,0,68,0,48.1,7,England,0,1st INNINGS,1,drawn,2
"Carisbrook,",1967/68,Test # 630,New Zealand,350,157.3,1st INNINGS,350,0,-9,208,0,157.3,0,6,New Zealand,0,1st INNINGS,1,India,0
"Carisbrook,",1967/68,Test # 630,India,359,124,1st INNINGS,0,359,9,0,200,0,124,6,New Zealand,0,1st INNINGS,2,India,1
Lancaster,1967/68,Test # 631,New Zealand,502,186.3,1st INNINGS,502,0,214,301,0,186.3,0,6,0,India,1st INNINGS,1,New Zealand,1
Lancaster,1967/68,Test # 631,India,288,92.2,1st INNINGS,0,288,-214,0,88,0,92.2,6,0,India,1st INNINGS,2,New Zealand,0
Basin,1967/68,Test # 632,New Zealand,186,89.2,1st INNINGS,186,0,-141,199,0,89.2,0,5,New Zealand,0,1st INNINGS,1,India,0
Basin,1967/68,Test # 632,India,327,108.1,1st INNINGS,0,327,141,0,59,0,108.1,5,New Zealand,0,1st INNINGS,2,India,1
Kensington,1967/68,Test # 633,West Indies,349,143.1,1st INNINGS,349,0,-100,284,0,143.1,0,6,West Indies,0,1st INNINGS,1,drawn,2
Kensington,1967/68,Test # 633,England,449,180.5,1st INNINGS,0,449,100,0,0,0,180.5,6,West Indies,0,1st INNINGS,2,drawn,2
Eden,1967/68,Test # 634,India,252,90.4,1st INNINGS,252,0,112,261,0,90.4,0,6,0,New Zealand,1st INNINGS,2,India,1
Eden,1967/68,Test # 634,New Zealand,140,77.1,1st INNINGS,0,140,-112,0,101,0,77.1,6,0,New Zealand,1st INNINGS,1,India,0
Queen's,1967/68,Test # 635,West Indies,526,133,1st INNINGS,526,0,122,92,0,133,0,6,West Indies,0,1st INNINGS,1,England,0
Queen's,1967/68,Test # 635,England,404,175.4,1st INNINGS,0,404,-122,0,215,0,175.4,6,West Indies,0,1st INNINGS,2,England,1
"Bourda,",1967/68,Test # 636,West Indies,414,150.4,1st INNINGS,414,0,43,264,0,150.4,0,7,West Indies,0,1st INNINGS,1,drawn,2
"Bourda,",1967/68,Test # 636,England,371,163.2,1st INNINGS,0,371,-43,0,206,0,163.2,7,West Indies,0,1st INNINGS,2,drawn,2
Old,1968,Test # 637,Australia,357,130.3,1st INNINGS,357,0,192,220,0,130.3,0,6,Australia,0,1st INNINGS,2,Australia,1
Old,1968,Test # 637,England,165,104.3,1st INNINGS,0,165,-192,0,253,0,104.3,6,Australia,0,1st INNINGS,1,Australia,0
"Lord's,",1968,Test # 638,England,351,144.3,1st INNINGS,351,0,273,127,0,144.3,0,6,England,0,1st INNINGS,1,drawn,2
"Lord's,",1968,Test # 638,Australia,78,33.4,1st INNINGS,0,78,-273,0,0,0,33.4,6,England,0,1st INNINGS,2,drawn,2
"Edgbaston,",1968,Test # 639,England,409,172.5,1st INNINGS,409,0,187,142,0,172.5,0,6,England,0,1st INNINGS,1,drawn,2
"Edgbaston,",1968,Test # 639,Australia,222,91,1st INNINGS,0,222,-187,0,68,0,91,6,England,0,1st INNINGS,2,drawn,2
"Headingley,",1968,Test # 640,Australia,315,133.4,1st INNINGS,315,0,13,312,0,133.4,0,6,Australia,0,1st INNINGS,2,drawn,2
"Headingley,",1968,Test # 640,England,302,147,1st INNINGS,0,302,-13,0,230,0,147,6,Australia,0,1st INNINGS,1,drawn,2
Kennington,1968,Test # 641,England,494,201.2,1st INNINGS,494,0,170,181,0,201.2,0,6,England,0,1st INNINGS,1,England,1
Kennington,1968,Test # 641,Australia,324,163.3,1st INNINGS,0,324,-170,0,125,0,163.3,6,England,0,1st INNINGS,2,England,0
Brisbane,1968/69,Test # 642,West Indies,296,95,1st INNINGS,296,0,12,353,0,95,0,5,West Indies,0,1st INNINGS,2,West Indies,1
Brisbane,1968/69,Test # 642,Australia,284,98.4,1st INNINGS,0,284,-12,0,240,0,98.4,5,West Indies,0,1st INNINGS,1,West Indies,0
Melbourne,1968/69,Test # 643,West Indies,200,73,1st INNINGS,200,0,-310,280,0,73,0,5,0,Australia,1st INNINGS,2,Australia,0
Melbourne,1968/69,Test # 643,Australia,510,136.3,1st INNINGS,0,510,310,0,0,0,136.3,5,0,Australia,1st INNINGS,1,Australia,1
Sydney,1968/69,Test # 644,West Indies,264,75.1,1st INNINGS,264,0,-283,324,0,75.1,0,6,West Indies,0,1st INNINGS,2,Australia,0
Sydney,1968/69,Test # 644,Australia,547,121.6,1st INNINGS,0,547,283,0,42,0,121.6,6,West Indies,0,1st INNINGS,1,Australia,1
Adelaide,1968/69,Test # 645,West Indies,276,65.3,1st INNINGS,276,0,-257,616,0,65.3,0,6,West Indies,0,1st INNINGS,2,drawn,2
Adelaide,1968/69,Test # 645,Australia,533,126.5,1st INNINGS,0,533,257,0,339,0,126.5,6,West Indies,0,1st INNINGS,1,drawn,2
Sydney,1968/69,Test # 646,Australia,619,152.7,1st INNINGS,619,0,340,394,0,152.7,0,7,0,West Indies,1st INNINGS,1,Australia,1
Sydney,1968/69,Test # 646,West Indies,279,76.6,1st INNINGS,0,279,-340,0,352,0,76.6,7,0,West Indies,1st INNINGS,2,Australia,0
Lahore,1968/69,Test # 647,England,306,119.1,1st INNINGS,306,0,97,225,0,119.1,0,4,England,0,1st INNINGS,2,drawn,2
Lahore,1968/69,Test # 647,Pakistan,209,70.2,1st INNINGS,0,209,-97,0,203,0,70.2,4,England,0,1st INNINGS,1,drawn,2
Eden,1968/69,Test # 648,New Zealand,323,73.4,1st INNINGS,323,0,47,297,0,73.4,0,5,0,West Indies,1st INNINGS,1,West Indies,0
Eden,1968/69,Test # 648,West Indies,276,79.7,1st INNINGS,0,276,-47,0,348,0,79.7,5,0,West Indies,1st INNINGS,2,West Indies,1
Dacca,1968/69,Test # 649,Pakistan,246,110.1,1st INNINGS,246,0,-28,195,0,110.1,0,4,Pakistan,0,1st INNINGS,1,drawn,2
Dacca,1968/69,Test # 649,England,274,132.4,1st INNINGS,0,274,28,0,33,0,132.4,4,Pakistan,0,1st INNINGS,2,drawn,2
National,1968/69,Test # 650,England,502,175.1,1st INNINGS,246,0,502,195,0,175.1,0,5,England,0,1st INNINGS,2,drawn,2
Basin,1968/69,Test # 651,West Indies,297,65.4,1st INNINGS,297,0,15,148,0,65.4,0,5,0,New Zealand,1st INNINGS,2,New Zealand,0
Basin,1968/69,Test # 651,New Zealand,282,83.7,1st INNINGS,0,282,-15,0,166,0,83.7,5,0,New Zealand,1st INNINGS,1,New Zealand,1
Lancaster,1968/69,Test # 652,West Indies,417,101.4,1st INNINGS,417,0,200,367,0,101.4,0,5,West Indies,0,1st INNINGS,2,drawn,2
